regis_no,fir_capacity,bus_capacity,eco_capacity,aircratft_type,company_id
T847693,16,24,138,Boeing 737-800,1112
H847059,16,24,138,Boeing 737-800,1112
L176008,16,24,138,Boeing 737-800,1112
Z834449,16,24,138,Boeing 737-800,1112
F999246,16,24,138,Boeing 737-800,1112
K135433,16,24,138,Boeing 737-800,1112
V865944,16,24,138,Boeing 737-800,1112
O749783,16,24,138,Boeing 737-800,1112
V763670,16,24,138,Boeing 737-800,1112
J621720,16,24,138,Boeing 737-800,1112
B545439,16,24,138,Boeing 737-800,1112
K848095,16,24,138,Boeing 737-800,1112
Z682999,16,24,138,Boeing 737-800,1112
O468222,16,24,138,Boeing 737-800,1112
J406111,16,24,138,Boeing 737-800,1112
D512557,16,24,138,Boeing 737-800,1112
L605716,16,24,138,Boeing 737-800,1112
R135246,16,24,138,Boeing 737-800,1112
E168063,16,24,138,Boeing 737-800,1112
W193416,16,24,138,Boeing 737-800,1112
F387611,16,24,138,Boeing 737-800,1112
P961227,16,24,138,Boeing 737-800,1112
Z8414,16,24,138,Boeing 737-800,1112
T515284,16,24,138,Boeing 737-800,1112
E539860,16,24,138,Boeing 737-800,1112
C185957,16,24,138,Boeing 737-800,1112
G55704,16,24,138,Boeing 737-800,1112
A125768,16,24,138,Boeing 737-800,1112
Q904024,16,24,138,Boeing 737-800,1112
D387958,16,24,138,Boeing 737-800,1112
C746360,16,24,138,Boeing 737-800,1112
O568014,16,24,138,Boeing 737-800,1112
R744245,16,24,138,Boeing 737-800,1112
W964639,16,24,138,Boeing 737-800,1112
V271707,16,24,138,Boeing 737-800,1112
B786264,16,24,138,Boeing 737-800,1112
A208023,16,24,138,Boeing 737-800,1112
A370157,16,24,138,Boeing 737-800,1112
E252103,16,24,138,Boeing 737-800,1112
Y998885,16,24,138,Boeing 737-800,1112
Y940159,16,24,138,Boeing 737-800,1112
M104363,16,24,138,Boeing 737-800,1112
Q435651,16,24,138,Boeing 737-800,1112
J240254,16,24,138,Boeing 737-800,1112
X780029,16,24,138,Boeing 737-800,1112
M504666,16,24,138,Boeing 737-800,1112
J710517,16,24,138,Boeing 737-800,1112
F450237,16,24,138,Boeing 737-800,1112
U820267,16,24,138,Boeing 737-800,1112
X844754,16,24,138,Boeing 737-800,1112
J589630,16,24,138,Boeing 737-800,1112
A932954,16,24,138,Boeing 737-800,1112
E569891,16,24,138,Boeing 737-800,1112
A532210,16,24,138,Boeing 737-800,1112
V997996,16,24,138,Boeing 737-800,1112
M711644,16,24,138,Boeing 737-800,1112
I455303,16,24,138,Boeing 737-800,1112
W416494,16,24,138,Boeing 737-800,1112
O666036,16,24,138,Boeing 737-800,1112
Y738896,16,24,138,Boeing 737-800,1112
X603033,16,24,138,Boeing 737-800,1112
S23373,16,24,138,Boeing 737-800,1112
M637915,16,24,138,Boeing 737-800,1112
V451882,16,24,138,Boeing 737-800,1112
C688704,16,24,138,Boeing 737-800,1112
R156256,16,24,138,Boeing 737-800,1112
D984099,16,24,138,Boeing 737-800,1112
C971767,16,24,138,Boeing 737-800,1112
Y634178,16,24,138,Boeing 737-800,1112
R29958,16,24,138,Boeing 737-800,1112
Q606058,16,24,138,Boeing 737-800,1112
W68484,16,24,138,Boeing 737-800,1112
L306615,16,24,138,Boeing 737-800,1112
R459577,16,24,138,Boeing 737-800,1112
I254021,16,24,138,Boeing 737-800,1112
F517514,16,24,138,Boeing 737-800,1112
X179501,16,24,138,Boeing 737-800,1112
D59456,16,24,138,Boeing 737-800,1112
Z667788,16,24,138,Boeing 737-800,1112
W238255,16,24,138,Boeing 737-800,1112
W872211,16,24,138,Boeing 737-800,1112
W292132,16,24,138,Boeing 737-800,1112
D184152,16,24,138,Boeing 737-800,1112
E102248,16,24,138,Boeing 737-800,1112
W46944,16,24,138,Boeing 737-800,1112
X12558,16,24,138,Boeing 737-800,1112
N14165,16,24,138,Boeing 737-800,1112
S753846,16,24,138,Boeing 737-800,1112
I310833,16,24,138,Boeing 737-800,1112
H700953,16,24,138,Boeing 737-800,1112
C935771,16,24,138,Boeing 737-800,1112
H843410,16,24,138,Boeing 737-800,1112
H344840,16,24,138,Boeing 737-800,1112
C750510,16,24,138,Boeing 737-800,1112
L847908,16,24,138,Boeing 737-800,1112
V988892,16,24,138,Boeing 737-800,1112
B507817,16,24,138,Boeing 737-800,1112
L880989,16,24,138,Boeing 737-800,1112
Z901127,16,24,138,Boeing 737-800,1112
D291933,16,24,138,Boeing 737-800,1112
D50137,16,24,138,Boeing 737-800,1112
X377047,16,24,138,Boeing 737-800,1112
W267174,16,24,138,Boeing 737-800,1112
I164695,16,24,138,Boeing 737-800,1112
O81303,16,24,138,Boeing 737-800,1112
Q399971,16,24,138,Boeing 737-800,1112
W891632,16,24,138,Boeing 737-800,1112
H634686,16,24,138,Boeing 737-800,1112
T493823,16,24,138,Boeing 737-800,1112
D330750,16,24,138,Boeing 737-800,1112
Y636922,16,24,138,Boeing 737-800,1112
L222368,16,24,138,Boeing 737-800,1112
U598623,16,24,138,Boeing 737-800,1112
B653844,16,24,138,Boeing 737-800,1112
M218236,16,24,138,Boeing 737-800,1112
Y691933,16,24,138,Boeing 737-800,1112
L174698,16,24,138,Boeing 737-800,1112
R133218,16,24,138,Boeing 737-800,1112
P387939,16,24,138,Boeing 737-800,1112
R467570,16,24,138,Boeing 737-800,1112
X518867,16,24,138,Boeing 737-800,1112
W206325,16,24,138,Boeing 737-800,1112
M992143,16,24,138,Boeing 737-800,1112
X521447,16,24,138,Boeing 737-800,1112
K198165,16,24,138,Boeing 737-800,1112
U127771,16,24,138,Boeing 737-800,1112
P618356,16,24,138,Boeing 737-800,1112
V901547,16,24,138,Boeing 737-800,1112
S106312,16,24,138,Boeing 737-800,1112
O922659,16,24,138,Boeing 737-800,1112
J626423,16,24,138,Boeing 737-800,1112
G144424,16,24,138,Boeing 737-800,1112
B726552,16,24,138,Boeing 737-800,1112
C623855,16,24,138,Boeing 737-800,1112
E930194,16,24,138,Boeing 737-800,1112
F603819,16,24,138,Boeing 737-800,1112
N676241,16,24,138,Boeing 737-800,1112
I735509,16,24,138,Boeing 737-800,1112
K191517,16,24,138,Boeing 737-800,1112
D973483,16,24,138,Boeing 737-800,1112
X926419,16,24,138,Boeing 737-800,1112
W816022,12,15,82,Airbus A220-100,4112
F468499,12,15,82,Airbus A220-100,4112
Z784142,12,15,82,Airbus A220-100,4112
I981481,12,15,82,Airbus A220-100,4112
C644579,12,15,82,Airbus A220-100,4112
B293396,12,15,82,Airbus A220-100,4112
X703819,12,15,82,Airbus A220-100,4112
E333189,12,15,82,Airbus A220-100,4112
R528755,12,15,82,Airbus A220-100,4112
V315378,12,15,82,Airbus A220-100,4112
C968575,12,15,82,Airbus A220-100,4112
Z765198,12,15,82,Airbus A220-100,4112
O762596,12,15,82,Airbus A220-100,4112
U211767,12,15,82,Airbus A220-100,4112
G920962,12,15,82,Airbus A220-100,4112
A77375,12,15,82,Airbus A220-100,4112
T976161,12,15,82,Airbus A220-100,4112
J966053,12,15,82,Airbus A220-100,4112
Q965622,12,15,82,Airbus A220-100,4112
H250176,12,15,82,Airbus A220-100,4112
U619293,12,15,82,Airbus A220-100,4112
U256486,12,15,82,Airbus A220-100,4112
G742706,12,15,82,Airbus A220-100,4112
Q656495,12,15,82,Airbus A220-100,4112
R921740,12,15,82,Airbus A220-100,4112
I43875,12,15,82,Airbus A220-100,4112
Z462836,12,15,82,Airbus A220-100,4112
T540094,12,15,82,Airbus A220-100,4112
Z54134,12,15,82,Airbus A220-100,4112
H948030,12,15,82,Airbus A220-100,4112
R346224,12,15,82,Airbus A220-100,4112
K813477,12,15,82,Airbus A220-100,4112
X168079,12,15,82,Airbus A220-100,4112
R258447,12,15,82,Airbus A220-100,4112
B743794,12,15,82,Airbus A220-100,4112
K407357,12,15,82,Airbus A220-100,4112
G980138,12,15,82,Airbus A220-100,4112
G495078,12,15,82,Airbus A220-100,4112
R806458,12,15,82,Airbus A220-100,4112
M126909,12,15,82,Airbus A220-100,4112
E868277,12,15,82,Airbus A220-100,4112
J713630,12,15,82,Airbus A220-100,4112
K68427,12,15,82,Airbus A220-100,4112
H277085,12,15,82,Airbus A220-100,4112
B980884,12,15,82,Airbus A220-100,4112
H651640,12,15,82,Airbus A220-300,4112
G848707,12,15,82,Airbus A220-300,4112
O756732,12,15,82,Airbus A220-300,4112
U896569,12,15,82,Airbus A220-300,4112
X493583,12,15,82,Airbus A220-300,4112
Y983298,12,15,82,Airbus A220-300,4112
A601381,12,15,82,Airbus A220-300,4112
M883851,12,15,82,Airbus A220-300,4112
C464581,12,15,82,Airbus A220-300,4112
A550101,12,15,82,Airbus A220-300,4112
L553749,12,15,82,Airbus A220-300,4112
W242582,12,36,78,Airbus A319-100,4112
Q14643,12,36,78,Airbus A319-100,4112
S224206,12,36,78,Airbus A319-100,4112
X587064,12,36,78,Airbus A319-100,4112
S697595,12,36,78,Airbus A319-100,4112
U946769,12,36,78,Airbus A319-100,4112
O119845,12,36,78,Airbus A319-100,4112
D738744,12,36,78,Airbus A319-100,4112
H476625,12,36,78,Airbus A319-100,4112
W180167,12,36,78,Airbus A319-100,4112
C126167,12,36,78,Airbus A319-100,4112
Q953314,12,36,78,Airbus A319-100,4112
M148963,12,36,78,Airbus A319-100,4112
V28610,12,36,78,Airbus A319-100,4112
E599128,12,36,78,Airbus A319-100,4112
V678965,12,36,78,Airbus A319-100,4112
I504739,12,36,78,Airbus A319-100,4112
U636781,12,36,78,Airbus A319-100,4112
M907690,12,36,78,Airbus A319-100,4112
G891482,12,36,78,Airbus A319-100,4112
U493614,12,36,78,Airbus A319-100,4112
I793784,12,36,78,Airbus A319-100,4112
E862333,12,36,78,Airbus A319-100,4112
B176258,12,36,78,Airbus A319-100,4112
R709993,12,36,78,Airbus A319-100,4112
F989790,12,36,78,Airbus A319-100,4112
I832382,12,36,78,Airbus A319-100,4112
D707080,12,36,78,Airbus A319-100,4112
G959228,12,36,78,Airbus A319-100,4112
G210603,12,36,78,Airbus A319-100,4112
K347255,12,36,78,Airbus A319-100,4112
K513174,12,36,78,Airbus A319-100,4112
J956387,12,36,78,Airbus A319-100,4112
A91164,12,36,78,Airbus A319-100,4112
L407483,12,36,78,Airbus A319-100,4112
E130974,12,36,78,Airbus A319-100,4112
B506906,12,36,78,Airbus A319-100,4112
O827254,12,36,78,Airbus A319-100,4112
X919115,12,36,78,Airbus A319-100,4112
Z519308,12,36,78,Airbus A319-100,4112
B686465,12,36,78,Airbus A319-100,4112
S906574,12,36,78,Airbus A319-100,4112
D91886,12,36,78,Airbus A319-100,4112
G763596,12,36,78,Airbus A319-100,4112
J241611,12,36,78,Airbus A319-100,4112
E15666,12,36,78,Airbus A319-100,4112
W761932,12,36,78,Airbus A319-100,4112
F558724,12,36,78,Airbus A319-100,4112
T519844,12,36,78,Airbus A319-100,4112
U987358,12,36,78,Airbus A319-100,4112
H974156,12,36,78,Airbus A319-100,4112
W919898,12,36,78,Airbus A319-100,4112
O63197,12,36,78,Airbus A319-100,4112
G177193,12,36,78,Airbus A319-100,4112
N354854,12,36,78,Airbus A319-100,4112
T892318,12,36,78,Airbus A319-100,4112
I50193,12,36,78,Airbus A319-100,4112
M505313,12,42,96,Airbus A320-200,4112
X104313,12,42,96,Airbus A320-200,4112
Y128071,12,42,96,Airbus A320-200,4112
C136760,12,42,96,Airbus A320-200,4112
J219579,12,42,96,Airbus A320-200,4112
C780894,12,42,96,Airbus A320-200,4112
K120680,12,42,96,Airbus A320-200,4112
P81220,12,42,96,Airbus A320-200,4112
A813857,12,42,96,Airbus A320-200,4112
Z843695,12,42,96,Airbus A320-200,4112
K417457,12,42,96,Airbus A320-200,4112
R19150,12,42,96,Airbus A320-200,4112
D363528,12,42,96,Airbus A320-200,4112
R347298,12,42,96,Airbus A320-200,4112
J321593,12,42,96,Airbus A320-200,4112
O35972,12,42,96,Airbus A320-200,4112
E708131,12,42,96,Airbus A320-200,4112
Q94738,12,42,96,Airbus A320-200,4112
Z272845,12,42,96,Airbus A320-200,4112
M892321,12,42,96,Airbus A320-200,4112
F668683,12,42,96,Airbus A320-200,4112
O699271,12,42,96,Airbus A320-200,4112
Y485995,12,42,96,Airbus A320-200,4112
M382229,12,42,96,Airbus A320-200,4112
Z488285,12,42,96,Airbus A320-200,4112
V630937,12,42,96,Airbus A320-200,4112
O218931,12,42,96,Airbus A320-200,4112
G304729,12,42,96,Airbus A320-200,4112
F506597,12,42,96,Airbus A320-200,4112
H774509,12,42,96,Airbus A320-200,4112
B172178,12,42,96,Airbus A320-200,4112
O701919,12,42,96,Airbus A320-200,4112
J33040,12,42,96,Airbus A320-200,4112
B479358,12,42,96,Airbus A320-200,4112
O136819,12,42,96,Airbus A320-200,4112
U354505,12,42,96,Airbus A320-200,4112
G967105,12,42,96,Airbus A320-200,4112
J380013,12,42,96,Airbus A320-200,4112
W30758,12,42,96,Airbus A320-200,4112
X404474,12,42,96,Airbus A320-200,4112
J896539,12,42,96,Airbus A320-200,4112
T270671,12,42,96,Airbus A320-200,4112
J317306,12,42,96,Airbus A320-200,4112
X674546,12,42,96,Airbus A320-200,4112
S116571,12,42,96,Airbus A320-200,4112
K160735,12,42,96,Airbus A320-200,4112
W495418,12,42,96,Airbus A320-200,4112
L384935,12,42,96,Airbus A320-200,4112
K610470,12,42,96,Airbus A320-200,4112
E557707,12,42,96,Airbus A320-200,4112
X828673,12,42,96,Airbus A320-200,4112
D155762,12,42,96,Airbus A320-200,4112
X142976,12,42,96,Airbus A320-200,4112
X636138,12,42,96,Airbus A320-200,4112
S343609,12,42,96,Airbus A320-200,4112
Q434099,12,42,96,Airbus A320-200,4112
R600870,12,42,96,Airbus A320-200,4112
M836191,12,42,96,Airbus A320-200,4112
P824384,12,42,96,Airbus A320-200,4112
X466525,12,42,96,Airbus A320-200,4112
V214561,12,42,96,Airbus A320-200,4112
L461987,16,15,156,Airbus A321-200,4112
Q145240,16,15,156,Airbus A321-200,4112
Q602181,16,15,156,Airbus A321-200,4112
U105549,16,15,156,Airbus A321-200,4112
B575234,16,15,156,Airbus A321-200,4112
Q699984,16,15,156,Airbus A321-200,4112
A541579,16,15,156,Airbus A321-200,4112
A43035,16,15,156,Airbus A321-200,4112
M579017,16,15,156,Airbus A321-200,4112
O421862,16,15,156,Airbus A321-200,4112
N391386,16,15,156,Airbus A321-200,4112
G462455,16,15,156,Airbus A321-200,4112
T939350,16,15,156,Airbus A321-200,4112
X582806,16,15,156,Airbus A321-200,4112
V616545,16,15,156,Airbus A321-200,4112
B700397,16,15,156,Airbus A321-200,4112
J420936,16,15,156,Airbus A321-200,4112
C806461,16,15,156,Airbus A321-200,4112
N681487,16,15,156,Airbus A321-200,4112
R184169,16,15,156,Airbus A321-200,4112
N7051,16,15,156,Airbus A321-200,4112
J82248,16,15,156,Airbus A321-200,4112
D984053,16,15,156,Airbus A321-200,4112
V477933,16,15,156,Airbus A321-200,4112
R547516,16,15,156,Airbus A321-200,4112
X525240,16,15,156,Airbus A321-200,4112
P657614,16,15,156,Airbus A321-200,4112
S312916,16,15,156,Airbus A321-200,4112
G74471,16,15,156,Airbus A321-200,4112
H394665,16,15,156,Airbus A321-200,4112
K522638,16,15,156,Airbus A321-200,4112
W923943,16,15,156,Airbus A321-200,4112
X371227,16,15,156,Airbus A321-200,4112
D171144,16,15,156,Airbus A321-200,4112
B118740,16,15,156,Airbus A321-200,4112
C164062,16,15,156,Airbus A321-200,4112
J266828,16,15,156,Airbus A321-200,4112
A552377,16,15,156,Airbus A321-200,4112
N495199,16,15,156,Airbus A321-200,4112
T192320,16,15,156,Airbus A321-200,4112
O203867,16,15,156,Airbus A321-200,4112
T27193,16,15,156,Airbus A321-200,4112
M633940,16,15,156,Airbus A321-200,4112
N189353,16,15,156,Airbus A321-200,4112
Q744575,16,15,156,Airbus A321-200,4112
D189186,16,15,156,Airbus A321-200,4112
O810399,16,15,156,Airbus A321-200,4112
I385292,16,15,156,Airbus A321-200,4112
J998776,16,15,156,Airbus A321-200,4112
N568879,16,15,156,Airbus A321-200,4112
K161972,16,15,156,Airbus A321-200,4112
A616528,16,15,156,Airbus A321-200,4112
W68914,16,15,156,Airbus A321-200,4112
Y431832,16,15,156,Airbus A321-200,4112
M371043,16,15,156,Airbus A321-200,4112
B649551,16,15,156,Airbus A321-200,4112
G497637,16,15,156,Airbus A321-200,4112
E651132,16,15,156,Airbus A321-200,4112
X993167,16,15,156,Airbus A321-200,4112
T461311,16,15,156,Airbus A321-200,4112
E860618,16,15,156,Airbus A321-200,4112
N807007,16,15,156,Airbus A321-200,4112
N172065,16,15,156,Airbus A321-200,4112
Q593767,16,15,156,Airbus A321-200,4112
Q643839,16,15,156,Airbus A321-200,4112
D541878,16,15,156,Airbus A321-200,4112
D565047,16,15,156,Airbus A321-200,4112
P40579,16,15,156,Airbus A321-200,4112
F629796,16,15,156,Airbus A321-200,4112
Y8032,16,15,156,Airbus A321-200,4112
U287180,16,15,156,Airbus A321-200,4112
S468968,16,15,156,Airbus A321-200,4112
P172463,16,15,156,Airbus A321-200,4112
R651629,16,15,156,Airbus A321-200,4112
T168212,16,15,156,Airbus A321-200,4112
X680434,16,15,156,Airbus A321-200,4112
N928658,16,15,156,Airbus A321-200,4112
Z126047,16,15,156,Airbus A321-200,4112
L221831,16,15,156,Airbus A321-200,4112
K788046,16,15,156,Airbus A321-200,4112
J717001,16,15,156,Airbus A321-200,4112
R988768,16,15,156,Airbus A321-200,4112
M518262,16,15,156,Airbus A321-200,4112
M481750,16,15,156,Airbus A321-200,4112
M61936,16,15,156,Airbus A321-200,4112
G747135,16,15,156,Airbus A321-200,4112
R825838,16,15,156,Airbus A321-200,4112
C491836,16,15,156,Airbus A321-200,4112
C416440,16,15,156,Airbus A321-200,4112
X624799,16,15,156,Airbus A321-200,4112
B958509,16,15,156,Airbus A321-200,4112
J390379,16,15,156,Airbus A321-200,4112
Q860203,16,15,156,Airbus A321-200,4112
Z747793,16,15,156,Airbus A321-200,4112
E565751,16,15,156,Airbus A321-200,4112
F30785,16,15,156,Airbus A321-200,4112
D399653,16,15,156,Airbus A321-200,4112
V848000,16,15,156,Airbus A321-200,4112
J893146,16,15,156,Airbus A321-200,4112
G848308,16,15,156,Airbus A321-200,4112
M757596,16,15,156,Airbus A321-200,4112
J340800,16,15,156,Airbus A321-200,4112
L675419,16,15,156,Airbus A321-200,4112
N618565,16,15,156,Airbus A321-200,4112
V872030,16,15,156,Airbus A321-200,4112
I727164,16,15,156,Airbus A321-200,4112
I26636,16,15,156,Airbus A321-200,4112
F630943,16,15,156,Airbus A321-200,4112
G858090,16,15,156,Airbus A321-200,4112
H311669,16,15,156,Airbus A321-200,4112
S550557,16,15,156,Airbus A321-200,4112
W655891,16,15,156,Airbus A321-200,4112
T805879,16,15,156,Airbus A321-200,4112
W695453,16,15,156,Airbus A321-200,4112
U966672,16,15,156,Airbus A321-200,4112
Q682546,16,15,156,Airbus A321-200,4112
C812997,16,15,156,Airbus A321-200,4112
S447609,16,15,156,Airbus A321-200,4112
F418491,16,15,156,Airbus A321-200,4112
C2281,16,15,156,Airbus A321-200,4112
H153751,16,15,156,Airbus A321-200,4112
Q405280,16,15,156,Airbus A321-200,4112
K325409,16,15,156,Airbus A321-200,4112
H330891,16,15,156,Airbus A321-200,4112
K819286,16,15,156,Airbus A321-200,4112
R515166,16,15,156,Airbus A321-200,4112
G534553,16,15,156,Airbus A321-200,4112
M499600,16,15,156,Airbus A321neo,4112
J932327,16,15,156,Airbus A321neo,4112
N659497,16,15,156,Airbus A321neo,4112
O995489,34,40,219,Airbus A330-200,4112
O901243,34,40,219,Airbus A330-200,4112
G504678,34,40,219,Airbus A330-200,4112
P129690,34,40,219,Airbus A330-200,4112
W761139,34,40,219,Airbus A330-200,4112
C438172,34,40,219,Airbus A330-200,4112
T881078,34,40,219,Airbus A330-200,4112
K680603,34,40,219,Airbus A330-200,4112
V519305,34,40,219,Airbus A330-200,4112
P413544,34,40,219,Airbus A330-200,4112
J452730,34,40,219,Airbus A330-200,4112
P444004,34,40,219,Airbus A330-300,4112
R896573,34,40,219,Airbus A330-300,4112
A302821,34,40,219,Airbus A330-300,4112
O715987,34,40,219,Airbus A330-300,4112
Z731398,34,40,219,Airbus A330-300,4112
W422159,34,40,219,Airbus A330-300,4112
J978558,34,40,219,Airbus A330-300,4112
N849884,34,40,219,Airbus A330-300,4112
C315440,34,40,219,Airbus A330-300,4112
A161109,34,40,219,Airbus A330-300,4112
K194916,34,40,219,Airbus A330-300,4112
J744257,34,40,219,Airbus A330-300,4112
R536360,34,40,219,Airbus A330-300,4112
H176023,34,40,219,Airbus A330-300,4112
O380027,34,40,219,Airbus A330-300,4112
F385417,34,40,219,Airbus A330-300,4112
F867145,34,40,219,Airbus A330-300,4112
W691758,34,40,219,Airbus A330-300,4112
T49700,34,40,219,Airbus A330-300,4112
I430252,34,40,219,Airbus A330-300,4112
S560605,34,40,219,Airbus A330-300,4112
C361324,34,40,219,Airbus A330-300,4112
F339196,34,40,219,Airbus A330-300,4112
S412752,34,40,219,Airbus A330-300,4112
T885807,34,40,219,Airbus A330-300,4112
X906000,34,40,219,Airbus A330-300,4112
B798195,34,40,219,Airbus A330-300,4112
X521579,34,40,219,Airbus A330-300,4112
O536730,34,40,219,Airbus A330-300,4112
U47076,34,40,219,Airbus A330-300,4112
F606805,34,40,219,Airbus A330-300,4112
A138944,34,40,219,Airbus A330-900,4112
J43368,34,40,219,Airbus A330-900,4112
U34761,34,40,219,Airbus A330-900,4112
R559864,34,40,219,Airbus A330-900,4112
G253778,34,40,219,Airbus A330-900,4112
I476088,34,40,219,Airbus A330-900,4112
Z0909,34,40,219,Airbus A330-900,4112
V224988,34,40,219,Airbus A330-900,4112
N710442,34,40,219,Airbus A330-900,4112
D787014,34,40,219,Airbus A330-900,4112
P923424,34,40,219,Airbus A330-900,4112
E979914,34,40,219,Airbus A330-900,4112
L776084,34,40,219,Airbus A330-900,4112
P775134,34,40,219,Airbus A330-900,4112
U643620,34,40,219,Airbus A330-900,4112
V108721,48,21,224,Airbus A350-900,4112
G820973,48,21,224,Airbus A350-900,4112
P637385,48,21,224,Airbus A350-900,4112
R873050,48,21,224,Airbus A350-900,4112
K598705,48,21,224,Airbus A350-900,4112
E996025,48,21,224,Airbus A350-900,4112
V578768,48,21,224,Airbus A350-900,4112
K239520,48,21,224,Airbus A350-900,4112
M324735,48,21,224,Airbus A350-900,4112
L276886,48,21,224,Airbus A350-900,4112
F706409,48,21,224,Airbus A350-900,4112
A41675,48,21,224,Airbus A350-900,4112
G990816,48,21,224,Airbus A350-900,4112
R339036,48,21,224,Airbus A350-900,4112
X4601,48,21,224,Airbus A350-900,4112
D170207,48,21,224,Airbus A350-900,4112
X904739,48,21,224,Airbus A350-900,4112
E840646,48,21,224,Airbus A350-900,4112
F297069,48,21,224,Airbus A350-900,4112
B502150,48,21,224,Airbus A350-900,4112
E519303,48,21,224,Airbus A350-900,4112
D157197,48,21,224,Airbus A350-900,4112
V281168,48,21,224,Airbus A350-900,4112
A837017,48,21,224,Airbus A350-900,4112
F81135,12,20,78,Boeing 717-200,4112
H169482,12,20,78,Boeing 717-200,4112
E723778,12,20,78,Boeing 717-200,4112
J805449,12,20,78,Boeing 717-200,4112
N220164,12,20,78,Boeing 717-200,4112
Q212248,12,20,78,Boeing 717-200,4112
D721981,12,20,78,Boeing 717-200,4112
H883912,12,20,78,Boeing 717-200,4112
U67783,12,20,78,Boeing 717-200,4112
A107513,12,20,78,Boeing 717-200,4112
X85082,12,20,78,Boeing 717-200,4112
Q478568,12,20,78,Boeing 717-200,4112
U530966,12,20,78,Boeing 717-200,4112
K735360,12,20,78,Boeing 717-200,4112
R631162,12,20,78,Boeing 717-200,4112
S209728,12,20,78,Boeing 717-200,4112
E142248,12,20,78,Boeing 717-200,4112
O586328,12,20,78,Boeing 717-200,4112
C762746,12,20,78,Boeing 717-200,4112
X134449,12,20,78,Boeing 717-200,4112
T368065,12,20,78,Boeing 717-200,4112
I292610,12,20,78,Boeing 717-200,4112
X771955,12,20,78,Boeing 717-200,4112
N250923,12,20,78,Boeing 717-200,4112
K555992,12,20,78,Boeing 717-200,4112
M415696,12,20,78,Boeing 717-200,4112
H398344,12,20,78,Boeing 717-200,4112
V976456,12,20,78,Boeing 717-200,4112
Q516283,12,20,78,Boeing 717-200,4112
T476094,12,20,78,Boeing 717-200,4112
E110580,12,20,78,Boeing 717-200,4112
S198021,12,20,78,Boeing 717-200,4112
W664207,12,20,78,Boeing 717-200,4112
H713174,12,20,78,Boeing 717-200,4112
O915153,12,20,78,Boeing 717-200,4112
T271136,12,20,78,Boeing 717-200,4112
F558302,12,20,78,Boeing 717-200,4112
R471888,12,20,78,Boeing 717-200,4112
Y583132,12,20,78,Boeing 717-200,4112
Y361402,12,20,78,Boeing 717-200,4112
F831573,12,20,78,Boeing 717-200,4112
P710823,12,20,78,Boeing 717-200,4112
F123170,12,20,78,Boeing 717-200,4112
T255090,12,20,78,Boeing 717-200,4112
P752764,12,20,78,Boeing 717-200,4112
K472884,12,20,78,Boeing 717-200,4112
E864951,12,20,78,Boeing 717-200,4112
E84380,12,20,78,Boeing 717-200,4112
I360849,12,20,78,Boeing 717-200,4112
W683376,12,20,78,Boeing 717-200,4112
W867020,12,20,78,Boeing 717-200,4112
A619834,12,20,78,Boeing 717-200,4112
A116198,12,20,78,Boeing 717-200,4112
M826361,12,20,78,Boeing 717-200,4112
T797159,12,20,78,Boeing 717-200,4112
F752938,12,20,78,Boeing 717-200,4112
N952472,12,20,78,Boeing 717-200,4112
Q985987,12,20,78,Boeing 717-200,4112
T572275,12,20,78,Boeing 717-200,4112
X823146,12,20,78,Boeing 717-200,4112
M447609,12,20,78,Boeing 717-200,4112
S990819,12,20,78,Boeing 717-200,4112
Y502522,12,20,78,Boeing 717-200,4112
J279625,12,20,78,Boeing 717-200,4112
U27040,16,24,138,Boeing 737-800,4112
G695195,16,24,138,Boeing 737-800,4112
U509665,16,24,138,Boeing 737-800,4112
C750509,16,24,138,Boeing 737-800,4112
G483952,16,24,138,Boeing 737-800,4112
F753402,16,24,138,Boeing 737-800,4112
G860671,16,24,138,Boeing 737-800,4112
Z168883,16,24,138,Boeing 737-800,4112
S949983,16,24,138,Boeing 737-800,4112
X599629,16,24,138,Boeing 737-800,4112
Z760948,16,24,138,Boeing 737-800,4112
Z980447,16,24,138,Boeing 737-800,4112
U889606,16,24,138,Boeing 737-800,4112
X91144,16,24,138,Boeing 737-800,4112
J323934,16,24,138,Boeing 737-800,4112
R77528,16,24,138,Boeing 737-800,4112
X701278,16,24,138,Boeing 737-800,4112
F524721,16,24,138,Boeing 737-800,4112
N176945,16,24,138,Boeing 737-800,4112
Q402889,16,24,138,Boeing 737-800,4112
B524442,16,24,138,Boeing 737-800,4112
X12829,16,24,138,Boeing 737-800,4112
O356980,16,24,138,Boeing 737-800,4112
A375779,16,24,138,Boeing 737-800,4112
R546008,16,24,138,Boeing 737-800,4112
U999125,16,24,138,Boeing 737-800,4112
L994072,16,24,138,Boeing 737-800,4112
M953076,16,24,138,Boeing 737-800,4112
D850711,16,24,138,Boeing 737-800,4112
M842278,16,24,138,Boeing 737-800,4112
Y681004,16,24,138,Boeing 737-800,4112
B4686,16,24,138,Boeing 737-800,4112
X261982,16,24,138,Boeing 737-800,4112
K739435,16,24,138,Boeing 737-800,4112
F900797,16,24,138,Boeing 737-800,4112
E804517,16,24,138,Boeing 737-800,4112
Z485453,16,24,138,Boeing 737-800,4112
C462078,16,24,138,Boeing 737-800,4112
G96921,16,24,138,Boeing 737-800,4112
X367863,16,24,138,Boeing 737-800,4112
H223579,16,24,138,Boeing 737-800,4112
